Tipo de precipitacion,Temperatura (C),Temperatura aparente (C),Humedad,Velocidad viento (km/h),Direccion del viento (grados),Visibilidad (km),Presion (millibares)
1,10.544,10.544,0.8,10.803,0.367688022,9.982,0.976748409
1,12.689,12.689,0.73,13.444,0.442896936,9.982,0.976901317
1,17.067,17.067,0.59,13.862,0.415041783,9.982,0.976815306
1,18.656,18.656,0.57,13.025,0.479108635,10.352,0.976853533
1,20.994,20.994,0.53,8.968,0.526462396,9.982,0.976700625
1,22.106,22.106,0.49,4.106,0.621169916,9.982,0.976337468
1,22.406,22.406,0.51,4.17,0.807799443,10.352,0.97615589
1,22.683,22.683,0.49,4.733,0.013927577,9.982,0.975869187
1,22.128,22.128,0.49,4.701,0.002785515,9.982,0.975983868
1,20.306,20.306,0.55,4.154,0.966573816,9.982,0.976289684
1,17.172,17.172,0.68,7.825,0.891364903,9.982,0.976824863
1,14.95,14.95,0.73,2.93,0.919220056,9.982,0.977331371
1,14.078,14.078,0.78,3.655,0.908077994,9.982,0.977704085
1,12.639,12.639,0.84,1.61,0.891364903,9.902,0.978076798
1,11.556,11.556,0.87,0,0,9.805,0.978459068
1,11.867,11.867,0.89,9.853,0.846796657,9.837,0.978487739
1,10.106,10.106,0.93,3.719,0.78551532,9.805,0.978449512
1,10.106,10.106,0.93,14.49,0.835654596,9.805,0.978459068
1,8.939,8.939,0.98,4.154,0.788300836,3.735,0.976671955
1,10.589,10.589,0.93,3.88,0.807799443,9.757,0.978449512
1,11.05,11.05,0.96,3.993,0.835654596,9.757,0.97827749
1,11.678,11.678,0.93,9.338,0.849582173,9.789,0.978239263
1,11.122,11.122,0.93,3.719,0.78551532,7.905,0.978296604
1,11.144,11.144,0.93,0.66,0.835654596,3.14,0.978736214
1,13.594,13.594,0.91,8.259,0.830083565,6.215,0.978994247
1,14.894,14.894,0.87,11.544,0.832869081,8.05,0.979319177
1,17.6,17.6,0.74,14.989,0.832869081,9.982,0.979319177
1,19.7,19.7,0.65,11.624,0.857938719,9.628,0.97936696
1,22.083,22.083,0.54,16.068,0.888579387,11.206,0.979051587
1,22.106,22.106,0.5,26.468,0.91086351,11.27,0.978678874
1,21.117,21.117,0.53,25.164,0.894150418,11.077,0.978449512
1,18.883,18.883,0.65,23.635,0.860724234,11.206,0.978095912
1,18.861,18.861,0.62,21.88,0.885793872,9.982,0.978000344
1,18.006,18.006,0.65,11.737,0.885793872,9.982,0.978076798
1,15.117,15.117,0.78,8.308,0.830083565,9.982,0.977962117
1,12.45,12.45,0.85,8.114,0.805013928,9.982,0.978086355
1,12.667,12.667,0.85,11.238,0.807799443,9.982,0.97827749
1,12.078,12.078,0.86,4.83,0.863509749,9.853,0.978162809
1,11.478,11.478,0.9,3.22,0.891364903,14.764,0.978162809
1,9.772,9.122,0.93,6.392,0.838440111,8.308,0.978038571
1,8.917,6.661,0.96,14.49,0.668523677,0.934,0.977388712
1,8.983,8.983,0.96,3.252,0.685236769,1.546,0.976987328
1,11.328,11.328,0.78,27.982,0.857938719,14.587,0.965949273
1,9.05,9.05,0.96,3.784,0.657381616,2.029,0.975362679
1,9.583,9.583,0.96,3.043,0.746518106,3.059,0.974970852
1,11.117,11.117,0.94,5.683,0.69637883,3.703,0.974359219
1,11.133,11.133,0.93,3.478,0.543175487,6.021,0.973279306
1,12.2,12.2,0.93,3.526,0.448467967,3.558,0.972763241
1,12.261,12.261,0.93,9.193,0.587743733,7.986,0.972725014
1,12.267,12.267,0.99,8.259,0.610027855,5.136,0.971903133
1,12.8,12.8,0.96,9.563,0.506963788,6.199,0.971253273
1,13.8,13.8,0.91,13.943,0.504178273,7.905,0.969934441
1,13.933,13.933,0.93,11.705,0.640668524,5.136,0.969160343
1,13.933,13.933,0.93,14.232,0.587743733,7.132,0.968634722
1,14.961,14.961,0.93,12.526,0.584958217,7.986,0.967669489
1,15.044,15.044,0.93,11.431,0.60724234,11.27,0.966532235
1,16.2,16.2,0.87,13.105,0.665738162,11.27,0.965203846
1,16.217,16.217,0.87,12.783,0.662952646,9.628,0.964706894
1,15.044,15.044,0.92,11.351,0.584958217,9.982,0.964143046
1,14.928,14.928,0.87,17.114,0.679665738,11.045,0.963139586
1,15.783,15.783,0.83,16.164,0.793871866,10.594,0.963177813
1,12.756,12.756,0.77,38.302,0.885793872,11.206,0.963626981
1,12.2,12.2,0.77,20.64,0.830083565,15.826,0.96389457
1,11.711,11.711,0.81,17.63,0.796657382,14.957,0.963349835
1,12.194,12.194,0.77,34.406,0.860724234,15.826,0.963254267
1,16.017,16.017,0.9,6.488,0.47632312,14.909,0.970087349
1,15.489,15.489,0.9,11.27,0.501392758,11.978,0.969800646
1,17.044,17.044,0.81,12.977,0.534818942,14.957,0.964267283
1,15.467,15.467,0.9,6.424,0.501392758,9.805,0.969485273
1,14.978,14.978,0.93,11.125,0.467966574,7.97,0.968930981
1,15.256,15.256,0.93,7.181,0.532033426,7.905,0.968978765
1,14.933,14.933,0.93,11.012,0.498607242,7.97,0.968520041
1,14.933,14.933,0.93,9.499,0.470752089,5.136,0.968529597
1,17.128,17.128,0.88,12.639,0.529247911,9.435,0.968625165
1,19.911,19.911,0.73,14.152,0.526462396,9.982,0.968300235
1,23.683,23.683,0.55,23.377,0.582172702,9.982,0.968128213
1,24.672,24.672,0.48,24.794,0.582172702,9.982,0.967927522
1,24.978,24.978,0.47,26.501,0.610027855,9.982,0.967344559
1,27.128,27.05,0.42,28.256,0.582172702,9.982,0.966570462
1,27.506,27.289,0.41,28.996,0.590529248,10.352,0.965643456
1,27.733,27.35,0.39,28.046,0.610027855,9.982,0.964410635
1,27.244,27.117,0.41,29.479,0.60724234,9.982,0.964085705
1,27.111,26.917,0.39,21.107,0.61281337,10.352,0.963808559
1,24.006,24.006,0.5,12.832,0.532033426,9.982,0.963607867
1,21.25,21.25,0.62,12.494,0.470752089,9.982,0.963454959
1,21.328,21.328,0.62,15.81,0.445682451,10.352,0.963435845
1,21,21,0.6,15.343,0.445682451,9.982,0.962986678
1,19.956,19.956,0.66,14.152,0.445682451,9.982,0.962871997
1,19.361,19.361,0.68,16.277,0.47632312,9.982,0.962671305
1,11.644,11.644,0.77,38.721,0.860724234,15.826,0.963177813
1,1.078,-1.528,0.75,8.227,0.91643454,14.957,0.976786636
1,11.644,11.644,0.74,39.171,0.860724234,9.982,0.964372408
1,11.061,11.061,0.77,31.266,0.885793872,15.826,0.965031824
1,10.561,10.561,0.77,30.01,0.888579387,14.957,0.966025727
1,9.856,6.517,0.73,28.352,0.913649025,15.826,0.96701963
1,7.711,3.878,0.76,26.597,0.891364903,11.206,0.968214224
1,7.728,4.383,0.69,21.397,0.052924791,11.029,0.969657295
1,7.156,2.633,0.65,33.311,0.075208914,11.27,0.971339284
1,7.178,3.244,0.6,26.018,0.058495822,11.27,0.97232363
1,7.778,4.283,0.59,23.039,0.04178273,11.447,0.973250636
1,8.85,5.278,0.41,27.483,0.052924791,10.046,0.974024733
1,8.894,5.317,0.41,27.724,0.025069638,9.982,0.973919609
1,9.006,5.822,0.43,23.329,0.04178273,10.352,0.974215868
1,8.983,6.439,0.4,16.953,0.075208914,9.982,0.97444523
1,7.917,4.467,0.37,22.959,0.080779944,9.982,0.974923068
1,6.483,3.5,0.41,15.665,0.091922006,10.352,0.975572928
1,4.95,1.9,0.49,13.749,0.114206128,9.982,0.976461706
1,3.839,0.55,0.53,13.717,0.111420613,9.982,0.977331371
1,2.267,0.122,0.59,7.39,0.027855153,9.982,0.977828322
1,0.089,-2.55,0.75,7.792,0.91643454,9.982,0.978363501
0,-1.089,-1.089,0.78,3.172,0.896935933,15.826,0.979223609
0,-1.528,-4.156,0.78,6.971,0.835654596,14.957,0.979682333
0,-2.244,-4.644,0.82,6.118,0.832869081,15.826,0.979806571
0,-1.756,-4.211,0.79,6.44,0.947075209,15.826,0.979605879
1,0.111,-3.528,0.83,11.463,0.420612813,9.982,0.971530419
0,-2.894,-5.511,0.82,6.424,0.91643454,15.826,0.979902139
0,-2.933,-5.65,0.82,6.633,0.913649025,15.826,0.979357404
0,-2.978,-5.561,0.83,6.295,0.91643454,14.957,0.979682333
0,-2.983,-2.983,0.79,3.14,0.022284123,9.982,0.979615436
0,-5.994,-8.3,0.88,4.878,0.933147632,9.902,0.979615436
0,-2.494,-2.494,0.82,0.998,0.961002786,9.902,0.97998815
1,0.956,0.956,0.71,3.22,0.250696379,9.902,0.980064604
1,2.85,2.85,0.67,0.757,0.334261838,9.982,0.979930809
1,4.822,4.822,0.57,1.674,0.501392758,9.982,0.979548539
1,6.183,6.183,0.45,3.059,0.239554318,9.982,0.979261836
1,7.8,7.8,0.43,3.558,0.484679666,9.982,0.978583306
1,7.878,7.878,0.39,4.106,0.660167131,10.352,0.977723198
1,8.933,7.728,0.34,8.179,0.467966574,9.982,0.976671955
1,7.917,6.244,0.35,9.547,0.437325905,9.982,0.976175003
1,6.45,4.767,0.41,8.356,0.38718663,10.352,0.975658938
1,3.933,2.911,0.57,4.943,0.406685237,9.982,0.975305338
1,2.289,-0.456,0.64,9.563,0.38718663,9.982,0.974942182
1,2.356,-0.483,0.64,9.998,0.409470752,9.982,0.974588582
1,2.222,-0.489,0.69,9.386,0.440111421,9.982,0.973910052
1,2.128,-1.6,0.72,14.055,0.412256267,15.826,0.973155068
1,1.961,-1.744,0.73,13.717,0.412256267,14.957,0.972218506
1,1.089,-2.267,0.82,11.125,0.415041783,9.982,0.971597316
1,17.667,17.667,0.75,14.055,0.498607242,9.982,0.962633078
1,16.606,16.606,0.81,14.232,0.529247911,9.982,0.962690418
1,14.461,14.461,0.93,5.313,0.766016713,4.17,0.968854527
1,15.611,15.611,0.87,14.41,0.47632312,15.826,0.962958008
1,15.544,15.544,0.87,5.828,0.484679666,15.826,0.962900667
1,14.606,14.606,0.89,6.488,0.423398329,14.168,0.963349835
1,14.956,14.956,0.87,10.562,0.445682451,9.982,0.963196927
1,14.983,14.983,0.87,11.785,0.362116992,9.982,0.963130029
1,17.256,17.256,0.8,9.29,0.454038997,10.352,0.96359831
1,19.889,19.889,0.64,1.03,0.860724234,10.046,0.9649267
1,21.089,21.089,0.59,5.877,0.902506964,9.982,0.965136948
1,22.767,22.767,0.57,10.288,0.902506964,10.352,0.965920602
1,22.661,22.661,0.57,8.549,0.880222841,11.206,0.96601617
1,22.6,22.6,0.62,8.501,0.863509749,11.206,0.966025727
1,23.922,23.922,0.53,8.919,0.011142061,10.352,0.96533764
1,24.656,24.656,0.5,11.463,0.961002786,9.982,0.96501271
1,23.522,23.522,0.48,12.88,0.963788301,10.046,0.964821575
1,21.117,21.117,0.54,20.914,0.891364903,10.835,0.96501271
1,16.922,16.922,0.69,37.352,0.863509749,10.98,0.966121294
1,14.883,14.883,0.93,9.064,0.066852368,10.948,0.968854527
1,14.933,14.933,0.99,10.417,0.26183844,10.948,0.967822397
1,14.883,14.883,1,10.626,0.805013928,11.206,0.967593035
1,14.883,14.883,0.96,5.619,0.991643454,14.909,0.968281122
1,14.844,14.844,0.95,6.279,0.841225627,14.168,0.969026549
1,14.817,14.817,0.96,2.689,0.114206128,14.732,0.968930981
1,14.306,14.306,0.93,3.091,0.991643454,11.898,0.96955217
1,12.05,12.05,0.87,7.1,0.846796657,14.957,0.975238441
1,12.733,12.733,0.96,16.277,0.941504178,3.14,0.969504387
1,12.733,12.733,0.96,10.819,0.924791086,7.905,0.969829316
1,12.833,12.833,0.99,4.009,0,7.873,0.96919857
1,12.711,12.711,0.96,11.978,0.802228412,4.524,0.969695522
1,12.711,12.711,0.96,2.737,0.905292479,6.118,0.971176819
1,12.839,12.839,0.96,5.377,0.676880223,10.594,0.971721554
1,13.311,13.311,0.93,6.714,0.754874652,9.902,0.972419198
1,13.961,13.961,0.89,5.313,0.754874652,9.982,0.973174181
1,15,15,0.87,7.937,0.713091922,9.628,0.973556452
1,15.117,15.117,0.86,3.606,0.679665738,11.206,0.973919609
1,16.272,16.272,0.79,8.243,0.679665738,9.982,0.97409163
1,17.217,17.217,0.71,5.989,0.73816156,9.982,0.974148971
1,17.339,17.339,0.66,9.885,0.727019499,11.206,0.974187198
1,17.85,17.85,0.69,8.308,0.704735376,9.982,0.9741203
1,17.194,17.194,0.73,4.975,0.676880223,9.982,0.974531241
1,16.083,16.083,0.8,7.873,0.56545961,9.982,0.974626809
1,14.95,14.95,0.86,4.589,0.598885794,9.982,0.975190657
1,14.028,14.028,0.88,3.397,0.835654596,9.982,0.975439133
1,12.783,12.783,0.89,0.515,0.77994429,9.982,0.975601598
1,12.739,12.739,0.86,3.429,0.688022284,15.826,0.97615589
1,12.378,12.378,0.86,7.438,0.802228412,14.957,0.976194117
1,11.672,11.672,0.89,3.526,0.690807799,14.909,0.976452149
1,11.161,11.161,0.89,3.703,0.855153203,14.909,0.976366138
1,7.7,6.361,0.94,7.825,0.860724234,4.218,0.974760603
1,11.55,11.55,0.83,11.222,0.835654596,15.826,0.976289684
1,10.972,10.972,0.86,11.125,0.885793872,15.73,0.976289684
1,10.556,10.556,0.86,7.454,0.857938719,14.876,0.976433036
1,8.861,7.056,0.93,11.334,0.860724234,9.805,0.976662398
1,7.822,7.822,0.96,3.671,0.922005571,9.902,0.976757966
1,9.911,8.578,0.87,9.773,0.922005571,9.628,0.977321814
1,12.2,12.2,0.8,11.206,0.91086351,9.982,0.977321814
1,14.956,14.956,0.72,11.077,0.938718663,9.982,0.977207133
1,17.072,17.072,0.59,12.494,0.930362117,9.982,0.977264474
1,17.778,17.778,0.52,12.687,0.891364903,9.982,0.977207133
1,18.378,18.378,0.6,13.959,0.888579387,9.982,0.976624171
1,18.956,18.956,0.47,11.415,0.841225627,11.399,0.975936084
1,18.961,18.961,0.43,9.805,0.838440111,9.982,0.975362679
1,18.933,18.933,0.43,9.676,0.860724234,9.982,0.975066419
1,18.939,18.939,0.42,9.708,0.855153203,10.352,0.974875284
1,16.083,16.083,0.58,3.268,0.880222841,9.982,0.97479883
1,12.756,12.756,0.77,3.075,0.77994429,9.982,0.974980409
1,11.256,11.256,0.85,3.687,0.846796657,9.982,0.975066419
1,10.928,10.928,0.86,1.562,0.509749304,9.982,0.974999522
1,9.306,9.306,0.93,0,0,14.909,0.975009079
1,8.85,8.85,0.95,2.93,0.512534819,6.843,0.974913511
1,7.661,7.661,0.96,0,0,6.295,0.974808387
1,7.128,7.128,0.96,3.22,0.08356546,3.655,0.974521684
1,7.433,6.717,0.95,5.41,0.807799443,14.168,0.974244538
1,7.083,7.083,0.96,3.107,0.356545961,3.204,0.974129857
1,6.017,6.017,0.96,3.22,0.445682451,3.204,0.973747587
1,5.656,5.656,0.96,3.655,0.178272981,3.864,0.973718917
1,4.906,4.906,1,1.369,0.309192201,3.14,0.973747587
1,3.961,3.961,1,1.852,0.247910864,6.021,0.973728473
1,8.411,8.411,0.99,3.751,0.259052925,6.102,0.973632906
1,11.111,11.111,0.92,3.22,0.289693593,9.982,0.973336646
1,14.05,14.05,0.81,8.082,0.389972145,9.982,0.973145511
1,16.122,16.122,0.76,10.868,0.376044568,9.628,0.972944819
1,17.917,17.917,0.63,12.639,0.364902507,9.982,0.972285403
1,18.983,18.983,0.55,11.029,0.409470752,9.982,0.971893576
1,19.067,19.067,0.5,9.596,0.325905292,10.352,0.971243716
1,20.117,20.117,0.4,9.435,0.440111421,9.982,0.970660754
1,20.044,20.044,0.44,5.184,0.278551532,9.982,0.970374051
1,19.1,19.1,0.46,2.737,0.281337047,10.352,0.970335824
1,16.128,16.128,0.62,4.733,0.197771588,9.982,0.970679868
1,12.778,12.778,0.77,3.075,0.222841226,9.982,0.971090808
1,12.172,12.172,0.8,2.544,0.008356546,10.352,0.971597316
1,10.922,10.922,0.87,3.14,0.097493036,9.982,0.971979587
1,10.389,10.389,0.89,3.14,0.069637883,14.812,0.972361857
1,9.572,8.85,0.94,6.553,0.944289694,14.055,0.972954376
1,9.306,8.694,0.9,5.973,0.997214485,11.898,0.97332709
1,8.356,7.583,0.93,6.021,0.863509749,11.898,0.973795371
1,8.556,7.689,0.92,6.504,0.944289694,11.689,0.977828322
1,7.478,5.517,0.96,10.626,0.796657382,14.909,0.974368776
1,8.544,8.544,0.93,3.88,0.877437326,14.909,0.974636365
1,7.878,7.878,0.92,4.669,0.866295265,14.168,0.974665036
1,8.144,6.056,0.93,12.172,0.821727019,14.909,0.974923068
1,8.194,8.194,0.99,3.977,0.866295265,8.131,0.97512376
1,11.139,11.139,0.87,11.995,0.821727019,8.42,0.975534701
1,12.894,12.894,0.89,5.538,0.863509749,9.982,0.975601598
1,15.994,15.994,0.78,17.372,0.944289694,11.27,0.975716279
1,17.094,17.094,0.71,14.571,0.005571031,11.077,0.97583096
1,17.711,17.711,0.7,12.703,0.974930362,11.206,0.975983868
1,18.817,18.817,0.65,12.671,0.027855153,11.206,0.975811847
1,18.972,18.972,0.62,16.76,0.980501393,11.399,0.975668495
1,18.889,18.889,0.56,11.077,0.027855153,11.206,0.975611155
1,18.839,18.839,0.61,15.665,0.983286908,11.206,0
1,17.878,17.878,0.63,9.596,0.972144847,10.352,0.975706722
1,16.039,16.039,0.72,9.338,0.947075209,9.982,0.976098549
1,13.789,13.789,0.77,9.37,0.969359331,9.982,0.976576387
1,12.806,12.806,0.83,7.905,0.991643454,9.982,0.97718802
1,12.611,12.611,0.78,9.08,0.04178273,9.982,0.977360041
1,11.983,11.983,0.81,5.925,0.091922006,14.909,0.97754162
1,11.056,11.056,0.84,6.746,0.011142061,14.168,0.978029014
1,9.394,8.711,0.93,6.279,0.944289694,14.909,0.978382614
1,8.306,7.467,0.93,6.247,0.941504178,14.909,0.978392171
1,7.6,7.6,0.95,4.186,0.924791086,6.698,0.979452971
1,7.711,6.733,0.96,6.424,0.91643454,11.978,0.978755328
1,7.083,6.061,0.96,6.231,0.941504178,9.902,0.978583306
1,6.811,5.667,0.96,6.504,0.969359331,8.163,0.978764885
1,7.061,6.078,0.96,6.086,0.969359331,7.97,0.978879566
1,7.083,7.083,0.93,4.701,0.025069638,7.905,0.979252279
1,9.594,9.289,0.93,5.072,0.072423398,7.905,0.979481641
1,12.133,12.133,0.81,4.492,0.08356546,9.982,0.979711004
1,14.933,14.933,0.68,4.685,0.08356546,9.982,0.979902139
1,17.606,17.606,0.54,9.483,0.133704735,9.982,0.979969036
1,18.883,18.883,0.52,13.347,0.169916435,9.982,0.979787458
1,20.022,20.022,0.44,8.903,0.086350975,9.982,0.979586766
1,20.089,20.089,0.44,9.741,0.103064067,10.352,0.979032474
1,21.083,21.083,0.41,11.85,0.058495822,9.982,0.978717101
1,21.111,21.111,0.42,8.823,1,9.982,0.978344387
1,19.139,19.139,0.47,9.354,0,10.352,0.978287047
1,16.128,16.128,0.63,9.37,0.972144847,9.982,0.978353944
1,14.861,14.861,0.73,3.043,0.997214485,9.982,0.978736214
1,12.322,12.322,0.79,3.703,0.019498607,9.982,0.978936906
1,10.972,10.972,0.87,0,0,9.982,0.979233166
1,10.417,10.417,0.93,0,0,15.826,0.979405187
1,9.572,8.25,0.89,9.338,0,14.957,0.979605879
1,18.8,18.8,0.93,6.279,0.752089136,14.909,0.971912689
1,18.222,18.222,0.97,6.279,0.810584958,14.909,0.972008257
1,18.072,18.072,0.98,11.27,0.807799443,6.843,0.968319349
1,16.622,16.622,0.99,6.44,0.835654596,11.978,0.971711998
1,16.094,16.094,0.99,3.075,0.77994429,11.978,0.971606873
1,15.956,15.956,0.99,3.88,0.768802228,9.982,0.971625987
1,17.089,17.089,1,6.44,0.863509749,9.982,0.9719987
1,20.822,20.822,0.87,3.22,0.835654596,9.982,0.972180279
1,23.406,23.406,0.74,1.884,0.930362117,9.982,0.972180279
1,26.05,26.05,0.59,1.594,0.013927577,9.982,0.972065598
1,27.689,28.078,0.5,0.225,0.941504178,9.982,0.97161643
1,28.561,29.589,0.54,3.204,0.802228412,10.352,0.971520862
1,28.817,29.339,0.49,1.61,0.055710306,9.982,0.971492192
1,28.867,29.044,0.46,2.818,0.091922006,9.982,0.970957014
1,29.828,30.339,0.47,8.034,0.743732591,10.352,0.970488733
1,30.072,30.528,0.46,2.592,0.256267409,9.982,0.969982224
1,31.067,31.628,0.44,1.385,0.82729805,9.982,0.969504387
1,30.861,31.361,0.44,2.254,0.905292479,10.352,0.969131673
1,29.95,30.417,0.46,3.075,0.844011142,9.982,0.968663392
1,28.811,30.617,0.59,3.204,0.977715877,9.982,0.968281122
1,25.25,25.25,0.75,2.496,0.933147632,10.352,0.968290678
1,22.172,22.172,0.87,1.61,0,9.982,0.968567824
1,21.061,21.061,0.9,0,0,11.978,0.968453143
1,20.256,20.256,0.92,1.079,0.908077994,14.168,0.968099543
1,13.939,13.939,0.77,22.798,0.885793872,9.982,0
1,14.95,14.95,0.72,24.15,0.860724234,9.982,0
1,10.644,10.644,0.95,3.172,0.69637883,6.295,0.974760603
1,13.267,13.267,0.74,14.619,0.855153203,15.826,0.975028192
1,12.222,12.222,0.8,14.393,0.857938719,15.826,0.975047306
1,11.672,11.672,0.81,10.98,0.852367688,14.957,0.975209771
1,11.139,11.139,0.8,5.506,0.802228412,9.982,0.975420019
1,12.156,12.156,0.8,9.869,0.782729805,9.982,0.975792733
1,13.772,13.772,0.73,15.054,0.824512535,9.982,0.975983868
1,16.161,16.161,0.67,18.145,0.860724234,9.982,0
1,17.828,17.828,0.6,21.365,0.888579387,9.982,0
1,18.883,18.883,0.56,19.69,0.863509749,11.399,0.976175003
1,20,20,0.46,23.538,0.941504178,11.206,0.975697165
1,20.05,20.05,0.57,17.517,0.91086351,9.982,0.975658938
1,20.1,20.1,0.48,19.497,0.888579387,10.352,0.975496474
1,21.061,21.061,0.46,14.329,0.883008357,9.982,0
1,21.156,21.156,0.46,14.055,0.91643454,9.982,0.974884841
1,20.25,20.25,0.51,13.041,0.91086351,10.352,0.974703263
1,19.467,19.467,0.52,10.787,0.885793872,15.826,0.974588582
1,18.356,18.356,0.61,3.365,0.777158774,15.826,0.97441656
1,15.289,15.289,0.76,4.186,0.690807799,9.982,0.974684149
1,12.889,12.889,0.9,1.61,0.473537604,9.982,0.974894398
1,11.85,11.85,0.93,3.22,0.529247911,14.909,0.974980409
1,12,12,0.92,2.882,0.551532033,14.168,0.974913511
1,9.817,9.817,0.87,1.53,0.752089136,15.826,0.983610161
1,8.867,8.867,0.89,3.22,0.891364903,14.812,0.983896863
1,10.833,10.833,0.8,3.397,0.077994429,14.957,0.983610161
1,7.222,7.222,0.93,3.22,0.947075209,14.812,0.984087999
1,6.667,6.667,0.93,3.043,0.95264624,14.909,0.984097555
1,6.461,5.439,0.95,5.925,0.961002786,13.943,0.984174009
1,6.089,6.089,1,3.22,0.974930362,7.873,0.984384258
1,8.661,8.661,0.93,3.204,0.002785515,9.757,0.984537166
1,12.739,12.739,0.73,11.125,0.08356546,10.272,0.984575393
1,14.561,14.561,0.69,10.787,0.033426184,15.826,0.984575393
1,18.911,18.911,0.48,12.622,0.167130919,9.982,0.984747415
1,20.967,20.967,0.39,12.622,0.247910864,10.352,0.984833426
1,22.194,22.194,0.36,14.232,0.245125348,9.982,0.984451155
1,22.222,22.222,0.52,11.56,0.194986072,9.982,0
1,22.811,22.811,0.47,12.961,0.275766017,10.352,0.983657945
1,23.861,23.861,0.44,9,0.401114206,9.982,0.983208777
1,22.778,22.778,0.48,8.469,0.309192201,9.982,0
1,22.8,22.8,0.49,3.719,0.286908078,10.352,0.982587588
1,22.172,22.172,0.49,5.233,0.211699164,9.982,0.982444236
1,18.811,18.811,0.61,5.12,0.139275766,9.982,0.982367782
1,16.389,16.389,0.67,8.919,0.105849582,9.982,0.98278828
1,15.856,15.856,0.6,11.383,0.164345404,9.982,0.983218334
1,15.789,15.789,0.58,11.045,0.167130919,15.826,0.983428582
1,15.189,15.189,0.64,12.542,0.181058496,14.957,0.98355282
1,15.294,15.294,0.61,10.916,0.192200557,9.982,0.983705728
1,14.183,14.183,0.65,10.723,0.167130919,9.982,0.983533707
1,9.372,9.372,0.91,4.798,0.086350975,11.689,0.981775263
1,9.994,9.472,0.83,6.021,0.111420613,15.826,0.983619718
1,9.928,9.333,0.83,6.247,0.061281337,15.826,0.98352415
1,9.111,9.111,0.89,3.365,0.080779944,14.957,0.983304345
1,8.372,7.533,0.89,6.295,0.108635097,15.73,0.98322789
1,9.928,9.928,0.86,3.22,0,9.902,0.983419026
1,13.522,13.522,0.79,4.186,0.08913649,9.982,0.983361685
1,17.661,17.661,0.65,0.66,0.167130919,9.982,0.983208777
1,19.95,19.95,0.61,5.249,0.158774373,9.982,0.983285231
1,22.044,22.044,0.49,3.333,0.284122563,10.352,0.98314188
1,22.75,22.75,0.41,3.832,0.532033426,9.982,0.982826507
1,23.839,23.839,0.38,7.406,0.401114206,9.982,0.982539804
1,23.878,23.878,0.36,10.884,0.311977716,10.352,0.98216709
1,23.983,23.983,0.36,10.819,0.409470752,9.982,0.981574571
1,24.972,24.972,0.33,3.558,0.142061281,9.982,0.981173188
1,23.867,23.867,0.34,3.767,0.35097493,10.352,0.980657123
1,22.75,22.75,0.39,2.528,0.526462396,9.982,0.980236625
1,19.922,19.922,0.5,0.596,0.161559889,9.982,0.98034175
1,16.272,16.272,0.67,4.991,0.167130919,9.982,0.980647566
1,13.817,13.817,0.78,7.825,0.111420613,9.982,0.980838701
1,13.261,13.261,0.78,3.075,0.027855153,15.826,0.980838701
1,11.978,11.978,0.81,2.946,0.997214485,14.957,0.980896042
1,12.15,12.15,0.83,0,0,15.826,0.981039393
1,9.561,9.561,0.89,3.429,0.896935933,14.909,0.981412107
1,10.772,10.772,0.89,3.091,0.169916435,11.689,0.979701447
1,9.467,9.467,0.95,3.22,0.08356546,8.131,0.981306982
1,8.933,8.933,0.96,3.22,0.111420613,4.299,0.98110629
1,8.083,8.083,0.95,3.14,0.008356546,5.152,0.980915155
1,7.733,6.75,0.96,6.44,0.027855153,0.435,0.980733577
1,8.822,8.822,1,3.22,0.08356546,4.669,0.980924712
1,14.456,14.456,0.79,4.347,0.373259053,9.902,0.980991609
1,17.711,17.711,0.65,4.572,0.381615599,9.982,0.981001166
1,22.106,22.106,0.46,9.129,0.467966574,9.982,0.981287869
1,22.75,22.75,0.38,11.19,0.415041783,9.982,0.981240085
1,23.939,23.939,0.34,9.419,0.381615599,9.982,0.980982052
1,23.883,23.883,0.36,10.61,0.431754875,9.982,0.980704906
1,24.939,24.939,0.32,11.254,0.337047354,10.352,0.980360863
1,24.072,24.072,0.36,12.317,0.225626741,9.982,0.979739674
1,23.956,23.956,0.36,9.596,0.194986072,9.982,0.979548539
1,23.961,23.961,0.34,10.095,0.30362117,10.352,0.979099371
1,22.289,22.289,0.39,7.97,0.30362117,9.982,0.978783998
1,18.883,18.883,0.52,4.54,0.320334262,9.982,0.978697987
1,16.428,16.428,0.66,2.995,0.342618384,9.982,0.978831782
1,13.839,13.839,0.78,3.22,0.389972145,9.982,0
1,12.75,12.75,0.77,0,0,9.982,0
1,12.028,12.028,0.8,4.653,0.233983287,14.957,0.979491198
1,11.111,11.111,0.8,0,0,9.982,0
1,10.65,10.65,0.86,3.333,0.033426184,14.909,0.979481641
1,15.25,15.25,0.69,11.753,0.320334262,14.957,0.977044668
1,9.028,9.028,0.93,3.317,0.08913649,11.978,0.979089814
1,9.95,9.95,0.93,3.365,0.114206128,11.978,0.978822225
1,9.194,9.194,0.93,4.363,0.13091922,11.608,0.97892735
1,8.889,8.889,0.93,0,0,9.708,0
1,12.6,12.6,0.83,9.66,0.334261838,9.757,0
1,15.667,15.667,0.74,10.964,0.289693593,9.837,0.979156712
1,18.889,18.889,0.61,14.12,0.334261838,9.982,0
1,22.222,22.222,0.46,17.549,0.362116992,9.982,0
1,22.806,22.806,0.41,20.077,0.353760446,10.352,0.979003804
